"","Unique_ID","Gender","Age Group","Marital_Status","State","Product_Category","Total_Orders","Total_Spends","Count"
"241","1000150_42_1_Central_IT Sector_Pet Care","F","36-45",1,"Uttar Pradesh","Pet Care",1,745,1
"242","1000150_44_0_Northern_Textile_Electronics & Gadgets","F","36-45",0,"Himachal Pradesh","Electronics & Gadgets",4,7891,1
"243","1000150_44_1_Central_Agriculture_Food","F","36-45",1,"Delhi","Food",3,19469,1
"244","1000151_28_0_Eastern_Food Processing_Tupperware","M","26-35",0,"Bihar","Tupperware",4,16311,1
"245","1000151_29_1_Northern_Food Processing_Food","M","26-35",1,"Himachal Pradesh","Food",4,11465,1
"246","1000151_33_0_Central_Agriculture_Electronics & Gadgets","M","26-35",0,"Uttar Pradesh","Electronics & Gadgets",3,7893,1
"247","1000151_34_1_Central_Agriculture_Food","M","26-35",1,"Delhi","Food",2,11921,1
"248","1000151_34_1_Southern_IT Sector_Stationery","M","26-35",1,"Karnataka","Stationery",2,21495,1
"249","1000151_34_1_Western_Agriculture_Food","M","26-35",1,"Gujarat","Food",3,11921,1
"250","1000151_35_1_Central_Aviation_Books","M","26-35",1,"Uttar Pradesh","Books",3,10589,1
"251","1000153_15_0_Central_IT Sector_Food","F","0-17",0,"Delhi","Food",2,11846,1
"252","1000154_53_1_Southern_Textile_Footwear & Shoes","F","51-55",1,"Karnataka","Footwear & Shoes",4,20965,1
"253","1000155_36_0_Western_IT Sector_Electronics & Gadgets","F","36-45",0,"Gujarat","Electronics & Gadgets",4,9988,1
"254","1000155_43_1_Central_IT Sector_Food","F","36-45",1,"Uttar Pradesh","Food",2,12097,1
"255","1000156_48_0_Central_IT Sector_Electronics & Gadgets","M","46-50",0,"Uttar Pradesh","Electronics & Gadgets",4,5934,1
"256","1000156_49_0_Eastern_Healthcare_Clothing & Apparel","M","46-50",0,"Bihar","Clothing & Apparel",4,6930,1
"257","1000157_37_1_Northern_Govt_Footwear & Shoes","M","36-45",1,"Himachal Pradesh","Footwear & Shoes",4,12815,1
"258","1000157_38_0_Western_Retail_Furniture","F","36-45",0,"Gujarat","Furniture",1,16435,1
"259","1000157_39_0_Central_Construction_Electronics & Gadgets","F","36-45",0,"Uttar Pradesh","Electronics & Gadgets",2,5875,1
"260","1000157_40_1_Eastern_IT Sector_Food","F","36-45",1,"Bihar","Food",1,15527,1
"261","1000157_41_1_Southern_IT Sector_Auto","F","36-45",1,"Andhra Pradesh","Auto",4,9386,1
"262","1000157_42_0_Central_Aviation_Beauty","F","36-45",0,"Delhi","Beauty",3,4540,1
"263","1000157_43_0_Southern_Automobile_Footwear & Shoes","F","36-45",0,"Karnataka","Footwear & Shoes",3,20661,1
"264","1000157_43_0_Southern_Retail_Books","F","36-45",0,"Karnataka","Books",3,10709,1
"265","1000161_46_0_Southern_Hospitality_Food","F","46-50",0,"Karnataka","Food",2,15697,1
"266","1000161_46_0_Western_Aviation_Electronics & Gadgets","F","46-50",0,"Gujarat","Electronics & Gadgets",2,4061,1
"267","1000161_46_1_Central_Govt_Food","F","46-50",1,"Madhya Pradesh","Food",4,12048,1
"268","1000161_47_1_Northern_Construction_Electronics & Gadgets","F","46-50",1,"Punjab","Electronics & Gadgets",1,8074,1
"269","1000161_48_0_Central_Hospitality_Food","F","46-50",0,"Uttar Pradesh","Food",1,12031,1
"270","1000161_48_1_Central_Aviation_Clothing & Apparel","F","46-50",1,"Uttar Pradesh","Clothing & Apparel",2,7060,1
"271","1000161_49_1_Northern_Food Processing_Clothing & Apparel","F","46-50",1,"Himachal Pradesh","Clothing & Apparel",2,5281,1
"272","1000161_49_1_Southern_IT Sector_Footwear & Shoes","F","46-50",1,"Karnataka","Footwear & Shoes",3,16491,1
"273","1000162_21_1_Southern_Agriculture_Clothing & Apparel","M","18-25",1,"Kerala","Clothing & Apparel",1,6910,1
"274","1000163_21_0_Southern_Aviation_Electronics & Gadgets","F","18-25",0,"Andhra Pradesh","Electronics & Gadgets",4,9705,1
"275","1000163_22_0_Southern_Banking_Food","F","18-25",0,"Karnataka","Food",2,19369,1
"276","1000163_24_0_Central_Banking_Electronics & Gadgets","F","18-25",0,"Madhya Pradesh","Electronics & Gadgets",1,6189,1
"277","1000163_24_0_Northern_Banking_Electronics & Gadgets","F","18-25",0,"Rajasthan","Electronics & Gadgets",2,6189,1
"278","1000163_24_0_Southern_IT Sector_Electronics & Gadgets","F","18-25",0,"Andhra Pradesh","Electronics & Gadgets",3,9946,1
"279","1000163_25_0_Central_Banking_Footwear & Shoes","M","18-25",0,"Delhi","Footwear & Shoes",3,8612,1
"280","1000163_25_0_Central_Construction_Clothing & Apparel","F","18-25",0,"Uttar Pradesh","Clothing & Apparel",4,5348,1
"281","1000166_24_0_Central_Media_Clothing & Apparel","F","18-25",0,"Uttarakhand","Clothing & Apparel",1,8891,1
"282","1000166_25_0_Central_Healthcare_Beauty","F","18-25",0,"Delhi","Beauty",4,1612,1
"283","1000167_32_0_Western_Food Processing_Furniture","M","26-35",0,"Maharashtra","Furniture",2,20666,1
"284","1000168_52_0_Central_Chemical_Food","M","51-55",0,"Madhya Pradesh","Food",1,11441,1
"285","1000169_26_1_Northern_Healthcare_Clothing & Apparel","F","26-35",1,"Rajasthan","Clothing & Apparel",3,6856,1
"286","1000169_28_1_Central_Healthcare_Food","F","26-35",1,"Uttar Pradesh","Food",3,19023,1
"287","1000169_29_0_Central_Food Processing_Footwear & Shoes","F","26-35",0,"Uttar Pradesh","Footwear & Shoes",2,8840,1
"288","1000169_33_0_Northern_Healthcare_Electronics & Gadgets","F","26-35",0,"Punjab","Electronics & Gadgets",2,7900,1
"289","1000169_35_1_Central_Healthcare_Electronics & Gadgets","F","26-35",1,"Uttarakhand","Electronics & Gadgets",4,7907,1
"290","1000169_35_1_Southern_Healthcare_Electronics & Gadgets","F","26-35",1,"Telangana","Electronics & Gadgets",1,7907,1
"291","1000173_26_1_Northern_Food Processing_Electronics & Gadgets","F","26-35",1,"Punjab","Electronics & Gadgets",2,7986,1
"292","1000173_29_0_Southern_Hospitality_Food","F","26-35",0,"Karnataka","Food",2,11729,1
"293","1000173_29_1_Central_Banking_Tupperware","F","26-35",1,"Uttar Pradesh","Tupperware",1,20707,1
"294","1000173_31_1_Eastern_Retail_Electronics & Gadgets","F","26-35",1,"Jharkhand","Electronics & Gadgets",3,7789,1
"295","1000173_33_1_Central_IT Sector_Beauty","F","26-35",1,"Madhya Pradesh","Beauty",4,4524,1
"296","1000174_35_1_Southern_IT Sector_Beauty","F","26-35",1,"Andhra Pradesh","Beauty",2,4490,1
"297","1000175_27_1_Southern_Retail_Clothing & Apparel","M","26-35",1,"Karnataka","Clothing & Apparel",2,5437,1
"298","1000175_27_1_Western_Lawyer_Sports Products","M","26-35",1,"Maharashtra","Sports Products",2,10663,1
"299","1000177_54_0_Central_IT Sector_Clothing & Apparel","F","51-55",0,"Uttar Pradesh","Clothing & Apparel",3,5318,1
"300","1000178_87_1_Central_IT Sector_Stationery","M","55+",1,"Delhi","Stationery",3,12876,1
"301","1000179_30_0_Central_Aviation_Stationery","F","26-35",0,"Delhi","Stationery",4,21152,1
"302","1000179_30_0_Eastern_Automobile_Clothing & Apparel","F","26-35",0,"Jharkhand","Clothing & Apparel",4,6976,1
"303","1000179_31_0_Western_IT Sector_Household items","F","26-35",0,"Maharashtra","Household items",4,3876,1
"304","1000180_46_1_Northern_Govt_Clothing & Apparel","F","46-50",1,"Himachal Pradesh","Clothing & Apparel",4,5385,1
"305","1000180_47_1_Central_IT Sector_Clothing & Apparel","F","46-50",1,"Madhya Pradesh","Clothing & Apparel",4,5433,1
"306","1000180_48_0_Western_Healthcare_Electronics & Gadgets","F","46-50",0,"Maharashtra","Electronics & Gadgets",1,3987,1
"307","1000181_19_0_Southern_Agriculture_Food","F","18-25",0,"Karnataka","Food",1,19349,1
"308","1000181_22_0_Central_Chemical_Clothing & Apparel","F","18-25",0,"Delhi","Clothing & Apparel",4,8769,1
"309","1000182_18_0_Central_Healthcare_Clothing & Apparel","F","18-25",0,"Uttar Pradesh","Clothing & Apparel",3,7120,1
"310","1000182_21_1_Southern_Aviation_Footwear & Shoes","F","18-25",1,"Karnataka","Footwear & Shoes",4,20357,1
"311","1000182_22_0_Northern_Food Processing_Electronics & Gadgets","F","18-25",0,"Punjab","Electronics & Gadgets",2,9938,1
"312","1000183_47_1_Eastern_IT Sector_Clothing & Apparel","M","46-50",1,"Bihar","Clothing & Apparel",2,8739,1
"313","1000183_50_0_Central_Hospitality_Pet Care","M","46-50",0,"Delhi","Pet Care",4,2119,1
"314","1000184_29_0_Central_Food Processing_Food","M","26-35",0,"Madhya Pradesh","Food",1,15423,1
"315","1000185_46_1_Southern_Chemical_Electronics & Gadgets","F","46-50",1,"Kerala","Electronics & Gadgets",4,9768,1
"316","1000186_23_1_Western_Healthcare_Food","F","18-25",1,"Maharashtra","Food",4,15803,1
"317","1000187_46_0_Eastern_Hospitality_Clothing & Apparel","M","46-50",0,"Bihar","Clothing & Apparel",1,5153,1
"318","1000187_46_1_Southern_Healthcare_Food","M","46-50",1,"Kerala","Food",2,11564,1
"319","1000187_47_0_Eastern_Aviation_Food","M","46-50",0,"Jharkhand","Food",3,11537,1
"320","1000187_48_0_Central_Aviation_Electronics & Gadgets","M","46-50",0,"Delhi","Electronics & Gadgets",2,9930,1
"321","1000187_48_0_Southern_Govt_Auto","M","46-50",0,"Andhra Pradesh","Auto",3,18608,1
"322","1000187_48_1_Western_Healthcare_Food","M","46-50",1,"Maharashtra","Food",2,3898,1
"323","1000187_49_0_Southern_Healthcare_Food","M","46-50",0,"Karnataka","Food",4,4342,1
"324","1000188_64_1_Central_Media_Footwear & Shoes","M","55+",1,"Uttar Pradesh","Footwear & Shoes",4,16366,1
"325","1000188_80_0_Central_Healthcare_Office","F","55+",0,"Delhi","Office",3,568,1
"326","1000188_87_0_Southern_Media_Electronics & Gadgets","F","55+",0,"Andhra Pradesh","Electronics & Gadgets",1,8100,1
"327","1000190_28_0_Eastern_IT Sector_Sports Products","F","26-35",0,"Bihar","Sports Products",2,8384,1
"328","1000190_33_0_Central_Banking_Food","F","26-35",0,"Uttar Pradesh","Food",2,15415,1
"329","1000191_21_0_Northern_Textile_Sports Products","F","18-25",0,"Himachal Pradesh","Sports Products",3,10857,1
"330","1000192_20_1_Northern_IT Sector_Food","F","18-25",1,"Haryana","Food",4,12099,1
"331","1000192_21_0_Southern_Retail_Electronics & Gadgets","F","18-25",0,"Andhra Pradesh","Electronics & Gadgets",4,8036,1
"332","1000192_22_0_Central_Banking_Electronics & Gadgets","F","18-25",0,"Uttar Pradesh","Electronics & Gadgets",4,8015,1
"333","1000192_24_0_Southern_IT Sector_Clothing & Apparel","F","18-25",0,"Andhra Pradesh","Clothing & Apparel",1,5431,1
"334","1000192_25_0_Western_Banking_Veterinary","F","18-25",0,"Maharashtra","Veterinary",3,1370,1
"335","1000192_25_1_Northern_Automobile_Clothing & Apparel","F","18-25",1,"Himachal Pradesh","Clothing & Apparel",2,6915,1
"336","1000193_50_0_Central_Healthcare_Household items","M","46-50",0,"Madhya Pradesh","Household items",4,3827,1
"337","1000193_50_0_Northern_Healthcare_Footwear & Shoes","M","46-50",0,"Himachal Pradesh","Footwear & Shoes",4,12716,1
"338","1000193_50_0_Southern_Automobile_Electronics & Gadgets","M","46-50",0,"Kerala","Electronics & Gadgets",4,8029,1
"339","1000195_29_0_Central_IT Sector_Games & Toys","F","26-35",0,"Madhya Pradesh","Games & Toys",1,16311,1
"340","1000195_29_0_Eastern_Govt_Footwear & Shoes","M","26-35",0,"Jharkhand","Footwear & Shoes",4,16807,1
"341","1000195_29_0_Eastern_IT Sector_Electronics & Gadgets","F","26-35",0,"Jharkhand","Electronics & Gadgets",4,6099,1
"342","1000195_29_0_Northern_Govt_Electronics & Gadgets","F","26-35",0,"Rajasthan","Electronics & Gadgets",1,8089,1
"343","1000195_29_0_Southern_IT Sector_Electronics & Gadgets","F","26-35",0,"Telangana","Electronics & Gadgets",2,6099,1
"344","1000195_29_1_Eastern_Banking_Electronics & Gadgets","F","26-35",1,"Jharkhand","Electronics & Gadgets",4,7770,1
"345","1000195_30_1_Central_Lawyer_Sports Products","F","26-35",1,"Uttar Pradesh","Sports Products",1,3146,1
"346","1000195_31_0_Western_IT Sector_Games & Toys","F","26-35",0,"Maharashtra","Games & Toys",3,10108,1
"347","1000195_34_0_Central_Construction_Clothing & Apparel","F","26-35",0,"Uttarakhand","Clothing & Apparel",4,1849,1
"348","1000195_34_1_Central_Govt_Beauty","F","26-35",1,"Madhya Pradesh","Beauty",3,6162,1
"349","1000195_34_1_Central_IT Sector_Electronics & Gadgets","F","26-35",1,"Uttarakhand","Electronics & Gadgets",2,10046,1
"350","1000197_21_0_Central_Govt_Furniture","F","18-25",0,"Uttarakhand","Furniture",4,16271,1
"351","1000198_26_1_Southern_IT Sector_Clothing & Apparel","M","26-35",1,"Karnataka","Clothing & Apparel",4,5289,1
"352","1000198_30_1_Eastern_Banking_Clothing & Apparel","F","26-35",1,"Jharkhand","Clothing & Apparel",1,5172,1
"353","1000198_32_1_Eastern_Automobile_Food","F","26-35",1,"Bihar","Food",4,15790,1
"354","1000198_33_0_Central_Chemical_Clothing & Apparel","F","26-35",0,"Uttar Pradesh","Clothing & Apparel",1,7014,1
"355","1000198_35_0_Central_Lawyer_Clothing & Apparel","F","26-35",0,"Uttarakhand","Clothing & Apparel",3,6886,1
"356","1000199_18_0_Central_Healthcare_Pet Care","F","18-25",0,"Uttar Pradesh","Pet Care",2,2839,1
"357","1000201_36_1_Northern_Textile_Electronics & Gadgets","M","36-45",1,"Haryana","Electronics & Gadgets",2,9893,1
"358","1000201_43_0_Central_Retail_Books","M","36-45",0,"Uttar Pradesh","Books",1,8145,1
"359","1000202_22_1_Western_Construction_Food","F","18-25",1,"Gujarat","Food",1,11646,1
"360","1000202_23_1_Central_IT Sector_Food","F","18-25",1,"Uttar Pradesh","Food",1,11476,1
"361","1000202_24_1_Northern_Hospitality_Clothing & Apparel","F","18-25",1,"Himachal Pradesh","Clothing & Apparel",3,8828,1
"362","1000202_25_1_Central_Retail_Food","F","18-25",1,"Uttar Pradesh","Food",3,4365,1
"363","1000204_33_0_Southern_Chemical_Food","F","26-35",0,"Karnataka","Food",2,19466,1
"364","1000204_33_1_Central_Healthcare_Electronics & Gadgets","F","26-35",1,"Uttar Pradesh","Electronics & Gadgets",4,6177,1
"365","1000204_35_0_Southern_Healthcare_Footwear & Shoes","F","26-35",0,"Karnataka","Footwear & Shoes",2,16772,1
"366","1000205_41_1_Eastern_Banking_Electronics & Gadgets","F","36-45",1,"Jharkhand","Electronics & Gadgets",4,9975,1
"367","1000205_45_0_Southern_Aviation_Food","F","36-45",0,"Karnataka","Food",1,8178,1
"368","1000207_29_0_Southern_Hospitality_Clothing & Apparel","F","26-35",0,"Kerala","Clothing & Apparel",4,6922,1
"369","1000208_43_0_Central_Chemical_Food","F","36-45",0,"Uttar Pradesh","Food",4,15593,1
"370","1000209_41_0_Central_Aviation_Electronics & Gadgets","F","36-45",0,"Uttarakhand","Electronics & Gadgets",1,6017,1
"371","1000209_41_0_Southern_Aviation_Electronics & Gadgets","F","36-45",0,"Andhra Pradesh","Electronics & Gadgets",3,6017,1
"372","1000211_46_0_Southern_Healthcare_Auto","F","46-50",0,"Andhra Pradesh","Auto",1,18995,1
"373","1000212_27_0_Southern_Hospitality_Furniture","F","26-35",0,"Kerala","Furniture",4,16484,1
"374","1000212_27_1_Central_Hospitality_Electronics & Gadgets","F","26-35",1,"Uttarakhand","Electronics & Gadgets",4,9811,1
"375","1000212_31_1_Northern_Banking_Books","M","26-35",1,"Himachal Pradesh","Books",3,8109,1
"376","1000214_20_0_Southern_Retail_Auto","F","18-25",0,"Andhra Pradesh","Auto",2,23752,1
"377","1000214_22_0_Southern_Hospitality_Clothing & Apparel","F","18-25",0,"Karnataka","Clothing & Apparel",1,5296,1
"378","1000214_22_1_Central_Lawyer_Sports Products","F","18-25",1,"Uttar Pradesh","Sports Products",2,10771,1
"379","1000214_25_0_Eastern_Banking_Electronics & Gadgets","F","18-25",0,"Jharkhand","Electronics & Gadgets",1,9727,1
"380","1000215_40_0_Western_Banking_Office","F","36-45",0,"Maharashtra","Office",1,759,1
"381","1000216_46_0_Central_Construction_Decor","F","46-50",0,"Uttar Pradesh","Decor",4,6122,1
"382","1000216_46_0_Central_Govt_Clothing & Apparel","F","46-50",0,"Madhya Pradesh","Clothing & Apparel",4,1863,1
"383","1000216_46_0_Southern_IT Sector_Electronics & Gadgets","F","46-50",0,"Andhra Pradesh","Electronics & Gadgets",2,6062,1
"384","1000216_46_1_Central_Media_Furniture","M","46-50",1,"Uttarakhand","Furniture",3,8346,1
"385","1000216_47_0_Southern_Lawyer_Books","F","46-50",0,"Karnataka","Books",2,10392,1
"386","1000216_47_1_Central_Aviation_Footwear & Shoes","F","46-50",1,"Delhi","Footwear & Shoes",2,20549,1
"387","1000216_47_1_Northern_Automobile_Sports Products","F","46-50",1,"Himachal Pradesh","Sports Products",2,10917,1
"388","1000216_48_1_Southern_IT Sector_Food","F","46-50",1,"Telangana","Food",1,8076,1
"389","1000216_49_1_Southern_Automobile_Electronics & Gadgets","F","46-50",1,"Andhra Pradesh","Electronics & Gadgets",4,10045,1
"390","1000216_50_0_Central_Govt_Food","F","46-50",0,"Madhya Pradesh","Food",4,15851,1
"391","1000216_50_0_Northern_Healthcare_Electronics & Gadgets","F","46-50",0,"Rajasthan","Electronics & Gadgets",1,3947,1
"392","1000216_50_1_Central_Media_Clothing & Apparel","F","46-50",1,"Uttarakhand","Clothing & Apparel",2,6897,1
"393","1000216_50_1_Western_IT Sector_Food","M","46-50",1,"Maharashtra","Food",4,12093,1
"394","1000223_28_1_Eastern_Healthcare_Clothing & Apparel","F","26-35",1,"Bihar","Clothing & Apparel",3,8856,1
"395","1000223_31_1_Central_Media_Clothing & Apparel","F","26-35",1,"Uttar Pradesh","Clothing & Apparel",2,6988,1
"396","1000223_33_1_Central_Media_Food","F","26-35",1,"Madhya Pradesh","Food",2,15261,1
"397","1000225_26_1_Southern_Govt_Clothing & Apparel","F","26-35",1,"Kerala","Clothing & Apparel",2,6953,1
"398","1000225_27_0_Central_IT Sector_Pet Care","F","26-35",0,"Madhya Pradesh","Pet Care",2,2053,1
"399","1000225_32_0_Central_Chemical_Clothing & Apparel","F","26-35",0,"Uttarakhand","Clothing & Apparel",2,7052,1
"400","1000229_18_0_Central_IT Sector_Food","F","18-25",0,"Madhya Pradesh","Food",2,19443,1
"401","1000229_18_1_Central_Aviation_Electronics & Gadgets","F","18-25",1,"Uttarakhand","Electronics & Gadgets",3,9761,1
"402","1000229_21_0_Eastern_Retail_Food","M","18-25",0,"Bihar","Food",1,15899,1
"403","1000230_47_1_Southern_Lawyer_Furniture","F","46-50",1,"Andhra Pradesh","Furniture",1,12496,1
"404","1000230_48_1_Eastern_Chemical_Electronics & Gadgets","F","46-50",1,"Jharkhand","Electronics & Gadgets",2,6133,1
"405","1000230_48_1_Northern_Chemical_Electronics & Gadgets","F","46-50",1,"Rajasthan","Electronics & Gadgets",2,6133,1
"406","1000230_49_1_Eastern_Chemical_Electronics & Gadgets","F","46-50",1,"Jharkhand","Electronics & Gadgets",4,5951,1
"407","1000230_50_0_Northern_Automobile_Electronics & Gadgets","F","46-50",0,"Himachal Pradesh","Electronics & Gadgets",4,8098,1
"408","1000231_31_0_Southern_Food Processing_Footwear & Shoes","F","26-35",0,"Karnataka","Footwear & Shoes",1,16790,1
"409","1000231_33_1_Central_Aviation_Clothing & Apparel","F","26-35",1,"Madhya Pradesh","Clothing & Apparel",3,8572,1
"410","1000233_49_0_Northern_IT Sector_Household items","M","46-50",0,"Punjab","Household items",2,2309,1
"411","1000234_43_0_Northern_Lawyer_Clothing & Apparel","F","36-45",0,"Rajasthan","Clothing & Apparel",4,3739,1
"412","1000235_26_0_Southern_Retail_Pet Care","F","26-35",0,"Karnataka","Pet Care",4,2118,1
"413","1000235_27_0_Central_Automobile_Clothing & Apparel","F","26-35",0,"Uttar Pradesh","Clothing & Apparel",2,7168,1
"414","1000235_30_0_Central_Hospitality_Clothing & Apparel","F","26-35",0,"Madhya Pradesh","Clothing & Apparel",2,5181,1
"415","1000235_32_0_Central_Hospitality_Clothing & Apparel","F","26-35",0,"Uttar Pradesh","Clothing & Apparel",2,5285,1
"416","1000235_33_1_Northern_Banking_Footwear & Shoes","M","26-35",1,"Himachal Pradesh","Footwear & Shoes",3,12786,1
"417","1000235_35_1_Central_Media_Clothing & Apparel","F","26-35",1,"Uttarakhand","Clothing & Apparel",2,8660,1
"418","1000236_30_1_Northern_Hospitality_Clothing & Apparel","F","26-35",1,"Himachal Pradesh","Clothing & Apparel",1,3692,1
"419","1000237_30_0_Central_Healthcare_Electronics & Gadgets","F","26-35",0,"Uttar Pradesh","Electronics & Gadgets",1,7995,1
"420","1000238_51_0_Western_IT Sector_Games & Toys","M","51-55",0,"Maharashtra","Games & Toys",2,10133,1
"421","1000238_53_0_Eastern_Hospitality_Clothing & Apparel","M","51-55",0,"Bihar","Clothing & Apparel",2,3600,1
"422","1000238_53_1_Eastern_Automobile_Veterinary","M","51-55",1,"Jharkhand","Veterinary",3,1722,1
"423","1000238_53_1_Southern_Chemical_Footwear & Shoes","M","51-55",1,"Andhra Pradesh","Footwear & Shoes",1,16581,1
